U+300bf	𰂿	CJK Ideograph Extension G	None
U+300c0	𰃀	CJK Ideograph Extension G	None
U+300c1	𰃁	CJK Ideograph Extension G	None
U+300c2	𰃂	CJK Ideograph Extension G	None
U+300c3	𰃃	CJK Ideograph Extension G	None
U+300c4	𰃄	CJK Ideograph Extension G	None
U+300c5	𰃅	CJK Ideograph Extension G	None
U+300c6	𰃆	CJK Ideograph Extension G	None
U+300c7	𰃇	CJK Ideograph Extension G	None
U+300c8	𰃈	CJK Ideograph Extension G	None
U+300c9	𰃉	CJK Ideograph Extension G	None
U+300ca	𰃊	CJK Ideograph Extension G	None
U+300cb	𰃋	CJK Ideograph Extension G	None
U+300cc	𰃌	CJK Ideograph Extension G	None
U+300cd	𰃍	CJK Ideograph Extension G	None
U+300ce	𰃎	CJK Ideograph Extension G	None
U+300cf	𰃏	CJK Ideograph Extension G	None
U+300d0	𰃐	CJK Ideograph Extension G	None
U+300d1	𰃑	CJK Ideograph Extension G	None
U+300d2	𰃒	CJK Ideograph Extension G	None
U+300d3	𰃓	CJK Ideograph Extension G	None
U+300d4	𰃔	CJK Ideograph Extension G	None
U+300d5	𰃕	CJK Ideograph Extension G	None
U+300d6	𰃖	CJK Ideograph Extension G	None
U+300d7	𰃗	CJK Ideograph Extension G	None
U+300d8	𰃘	CJK Ideograph Extension G	None
U+300d9	𰃙	CJK Ideograph Extension G	None
U+300da	𰃚	CJK Ideograph Extension G	None
U+300db	𰃛	CJK Ideograph Extension G	None
U+300dc	𰃜	CJK Ideograph Extension G	None
U+300dd	𰃝	CJK Ideograph Extension G	None
U+300de	𰃞	CJK Ideograph Extension G	None
U+300df	𰃟	CJK Ideograph Extension G	None
U+300e0	𰃠	CJK Ideograph Extension G	None
U+300e1	𰃡	CJK Ideograph Extension G	None
U+300e2	𰃢	CJK Ideograph Extension G	None
U+300e3	𰃣	CJK Ideograph Extension G	None
U+300e4	𰃤	CJK Ideograph Extension G	None
U+300e5	𰃥	CJK Ideograph Extension G	None
U+300e6	𰃦	CJK Ideograph Extension G	None
U+300e7	𰃧	CJK Ideograph Extension G	None
U+300e8	𰃨	CJK Ideograph Extension G	None
U+300e9	𰃩	CJK Ideograph Extension G	None
U+300ea	𰃪	CJK Ideograph Extension G	None
U+300eb	𰃫	CJK Ideograph Extension G	None
U+300ec	𰃬	CJK Ideograph Extension G	None
U+300ed	𰃭	CJK Ideograph Extension G	None
U+300ee	𰃮	CJK Ideograph Extension G	None
U+300ef	𰃯	CJK Ideograph Extension G	None
U+300f0	𰃰	CJK Ideograph Extension G	None
U+300f1	𰃱	CJK Ideograph Extension G	None
U+300f2	𰃲	CJK Ideograph Extension G	None
U+300f3	𰃳	CJK Ideograph Extension G	None
U+300f4	𰃴	CJK Ideograph Extension G	None
U+300f5	𰃵	CJK Ideograph Extension G	None
U+300f6	𰃶	CJK Ideograph Extension G	None
U+300f7	𰃷	CJK Ideograph Extension G	None
U+300f8	𰃸	CJK Ideograph Extension G	None
U+300f9	𰃹	CJK Ideograph Extension G	None
U+300fa	𰃺	CJK Ideograph Extension G	None
U+300fb	𰃻	CJK Ideograph Extension G	None
U+300fc	𰃼	CJK Ideograph Extension G	None
U+300fd	𰃽	CJK Ideograph Extension G	None
U+300fe	𰃾	CJK Ideograph Extension G	None
U+300ff	𰃿	CJK Ideograph Extension G	None
U+30100	𰄀	CJK Ideograph Extension G	None
U+30101	𰄁	CJK Ideograph Extension G	None
U+30102	𰄂	CJK Ideograph Extension G	None
U+30103	𰄃	CJK Ideograph Extension G	None
U+30104	𰄄	CJK Ideograph Extension G	None
U+30105	𰄅	CJK Ideograph Extension G	None
U+30106	𰄆	CJK Ideograph Extension G	None
U+30107	𰄇	CJK Ideograph Extension G	None
U+30108	𰄈	CJK Ideograph Extension G	None
U+30109	𰄉	CJK Ideograph Extension G	None
U+3010a	𰄊	CJK Ideograph Extension G	None
U+3010b	𰄋	CJK Ideograph Extension G	None
U+3010c	𰄌	CJK Ideograph Extension G	None
U+3010d	𰄍	CJK Ideograph Extension G	None
U+3010e	𰄎	CJK Ideograph Extension G	None
U+3010f	𰄏	CJK Ideograph Extension G	None
U+30110	𰄐	CJK Ideograph Extension G	None
U+30111	𰄑	CJK Ideograph Extension G	None
U+30112	𰄒	CJK Ideograph Extension G	None
U+30113	𰄓	CJK Ideograph Extension G	None
U+30114	𰄔	CJK Ideograph Extension G	None
U+30115	𰄕	CJK Ideograph Extension G	None
U+30116	𰄖	CJK Ideograph Extension G	None
U+30117	𰄗	CJK Ideograph Extension G	None
U+30118	𰄘	CJK Ideograph Extension G	None
U+30119	𰄙	CJK Ideograph Extension G	None
U+3011a	𰄚	CJK Ideograph Extension G	None
U+3011b	𰄛	CJK Ideograph Extension G	None
U+3011c	𰄜	CJK Ideograph Extension G	None
U+3011d	𰄝	CJK Ideograph Extension G	None
U+3011e	𰄞	CJK Ideograph Extension G	None
U+3011f	𰄟	CJK Ideograph Extension G	None
U+30120	𰄠	CJK Ideograph Extension G	None
U+30121	𰄡	CJK Ideograph Extension G	None
U+30122	𰄢	CJK Ideograph Extension G	None
U+30123	𰄣	CJK Ideograph Extension G	None
U+30124	𰄤	CJK Ideograph Extension G	None
U+30125	𰄥	CJK Ideograph Extension G	None
U+30126	𰄦	CJK Ideograph Extension G	None
U+30127	𰄧	CJK Ideograph Extension G	None
U+30128	𰄨	CJK Ideograph Extension G	None
U+30129	𰄩	CJK Ideograph Extension G	None
U+3012a	𰄪	CJK Ideograph Extension G	None
U+3012b	𰄫	CJK Ideograph Extension G	None
U+3012c	𰄬	CJK Ideograph Extension G	None
U+3012d	𰄭	CJK Ideograph Extension G	None
U+3012e	𰄮	CJK Ideograph Extension G	None
U+3012f	𰄯	CJK Ideograph Extension G	None
U+30130	𰄰	CJK Ideograph Extension G	None
U+30131	𰄱	CJK Ideograph Extension G	None
U+30132	𰄲	CJK Ideograph Extension G	None
U+30133	𰄳	CJK Ideograph Extension G	None
U+30134	𰄴	CJK Ideograph Extension G	None
U+30135	𰄵	CJK Ideograph Extension G	None
U+30136	𰄶	CJK Ideograph Extension G	None
U+30137	𰄷	CJK Ideograph Extension G	None
U+30138	𰄸	CJK Ideograph Extension G	None
U+30139	𰄹	CJK Ideograph Extension G	None
U+3013a	𰄺	CJK Ideograph Extension G	None
U+3013b	𰄻	CJK Ideograph Extension G	None
U+3013c	𰄼	CJK Ideograph Extension G	None
U+3013d	𰄽	CJK Ideograph Extension G	None
U+3013e	𰄾	CJK Ideograph Extension G	None
U+3013f	𰄿	CJK Ideograph Extension G	None
U+30140	𰅀	CJK Ideograph Extension G	None
U+30141	𰅁	CJK Ideograph Extension G	None
U+30142	𰅂	CJK Ideograph Extension G	None
U+30143	𰅃	CJK Ideograph Extension G	None
U+30144	𰅄	CJK Ideograph Extension G	None
U+30145	𰅅	CJK Ideograph Extension G	None
U+30146	𰅆	CJK Ideograph Extension G	None
U+30147	𰅇	CJK Ideograph Extension G	None
U+30148	𰅈	CJK Ideograph Extension G	None
U+30149	𰅉	CJK Ideograph Extension G	None
U+3014a	𰅊	CJK Ideograph Extension G	None
U+3014b	𰅋	CJK Ideograph Extension G	None
U+3014c	𰅌	CJK Ideograph Extension G	None
U+3014d	𰅍	CJK Ideograph Extension G	None
U+3014e	𰅎	CJK Ideograph Extension G	None
U+3014f	𰅏	CJK Ideograph Extension G	None
U+30150	𰅐	CJK Ideograph Extension G	None
U+30151	𰅑	CJK Ideograph Extension G	None
U+30152	𰅒	CJK Ideograph Extension G	None
U+30153	𰅓	CJK Ideograph Extension G	None
U+30154	𰅔	CJK Ideograph Extension G	None
U+30155	𰅕	CJK Ideograph Extension G	None
U+30156	𰅖	CJK Ideograph Extension G	None
U+30157	𰅗	CJK Ideograph Extension G	None
U+30158	𰅘	CJK Ideograph Extension G	None
U+30159	𰅙	CJK Ideograph Extension G	None
U+3015a	𰅚	CJK Ideograph Extension G	None
U+3015b	𰅛	CJK Ideograph Extension G	None
U+3015c	𰅜	CJK Ideograph Extension G	None
U+3015d	𰅝	CJK Ideograph Extension G	None
U+3015e	𰅞	CJK Ideograph Extension G	None
U+3015f	𰅟	CJK Ideograph Extension G	None
U+30160	𰅠	CJK Ideograph Extension G	None
U+30161	𰅡	CJK Ideograph Extension G	None
U+30162	𰅢	CJK Ideograph Extension G	None
U+30163	𰅣	CJK Ideograph Extension G	None
U+30164	𰅤	CJK Ideograph Extension G	None
U+30165	𰅥	CJK Ideograph Extension G	None
U+30166	𰅦	CJK Ideograph Extension G	None
U+30167	𰅧	CJK Ideograph Extension G	None
U+30168	𰅨	CJK Ideograph Extension G	None
U+30169	𰅩	CJK Ideograph Extension G	None
U+3016a	𰅪	CJK Ideograph Extension G	None
U+3016b	𰅫	CJK Ideograph Extension G	None
U+3016c	𰅬	CJK Ideograph Extension G	None
U+3016d	𰅭	CJK Ideograph Extension G	None
U+3016e	𰅮	CJK Ideograph Extension G	None
U+3016f	𰅯	CJK Ideograph Extension G	None
U+30170	𰅰	CJK Ideograph Extension G	None
U+30171	𰅱	CJK Ideograph Extension G	None
U+30172	𰅲	CJK Ideograph Extension G	None
U+30173	𰅳	CJK Ideograph Extension G	None
U+30174	𰅴	CJK Ideograph Extension G	None
U+30175	𰅵	CJK Ideograph Extension G	None
U+30176	𰅶	CJK Ideograph Extension G	None
U+30177	𰅷	CJK Ideograph Extension G	None
U+30178	𰅸	CJK Ideograph Extension G	None
U+30179	𰅹	CJK Ideograph Extension G	None
U+3017a	𰅺	CJK Ideograph Extension G	None
U+3017b	𰅻	CJK Ideograph Extension G	None
U+3017c	𰅼	CJK Ideograph Extension G	None
U+3017d	𰅽	CJK Ideograph Extension G	None
U+3017e	𰅾	CJK Ideograph Extension G	None
U+3017f	𰅿	CJK Ideograph Extension G	None
U+30180	𰆀	CJK Ideograph Extension G	None
U+30181	𰆁	CJK Ideograph Extension G	None
U+30182	𰆂	CJK Ideograph Extension G	None
U+30183	𰆃	CJK Ideograph Extension G	None
U+30184	𰆄	CJK Ideograph Extension G	None
U+30185	𰆅	CJK Ideograph Extension G	None
U+30186	𰆆	CJK Ideograph Extension G	None
U+30187	𰆇	CJK Ideograph Extension G	None
U+30188	𰆈	CJK Ideograph Extension G	None
U+30189	𰆉	CJK Ideograph Extension G	None
U+3018a	𰆊	CJK Ideograph Extension G	None
U+3018b	𰆋	CJK Ideograph Extension G	None
U+3018c	𰆌	CJK Ideograph Extension G	None
U+3018d	𰆍	CJK Ideograph Extension G	None
U+3018e	𰆎	CJK Ideograph Extension G	None
U+3018f	𰆏	CJK Ideograph Extension G	None
U+30190	𰆐	CJK Ideograph Extension G	None
U+30191	𰆑	CJK Ideograph Extension G	None
U+30192	𰆒	CJK Ideograph Extension G	None
U+30193	𰆓	CJK Ideograph Extension G	None
U+30194	𰆔	CJK Ideograph Extension G	None
U+30195	𰆕	CJK Ideograph Extension G	None
U+30196	𰆖	CJK Ideograph Extension G	None
U+30197	𰆗	CJK Ideograph Extension G	None
U+30198	𰆘	CJK Ideograph Extension G	None
U+30199	𰆙	CJK Ideograph Extension G	None
U+3019a	𰆚	CJK Ideograph Extension G	None
U+3019b	𰆛	CJK Ideograph Extension G	None
U+3019c	𰆜	CJK Ideograph Extension G	None
U+3019d	𰆝	CJK Ideograph Extension G	None
U+3019e	𰆞	CJK Ideograph Extension G	None
U+3019f	𰆟	CJK Ideograph Extension G	None
U+301a0	𰆠	CJK Ideograph Extension G	None
U+301a1	𰆡	CJK Ideograph Extension G	None
U+301a2	𰆢	CJK Ideograph Extension G	None
U+301a3	𰆣	CJK Ideograph Extension G	None
U+301a4	𰆤	CJK Ideograph Extension G	None
U+301a5	𰆥	CJK Ideograph Extension G	None
U+301a6	𰆦	CJK Ideograph Extension G	None
U+301a7	𰆧	CJK Ideograph Extension G	None
U+301a8	𰆨	CJK Ideograph Extension G	None
U+301a9	𰆩	CJK Ideograph Extension G	None
U+301aa	𰆪	CJK Ideograph Extension G	None
U+301ab	𰆫	CJK Ideograph Extension G	None
U+301ac	𰆬	CJK Ideograph Extension G	None
U+301ad	𰆭	CJK Ideograph Extension G	None
U+301ae	𰆮	CJK Ideograph Extension G	None
U+301af	𰆯	CJK Ideograph Extension G	None
U+301b0	𰆰	CJK Ideograph Extension G	None
U+301b1	𰆱	CJK Ideograph Extension G	None
U+301b2	𰆲	CJK Ideograph Extension G	None
U+301b3	𰆳	CJK Ideograph Extension G	None
U+301b4	𰆴	CJK Ideograph Extension G	None
U+301b5	𰆵	CJK Ideograph Extension G	None
U+301b6	𰆶	CJK Ideograph Extension G	None
U+301b7	𰆷	CJK Ideograph Extension G	None
U+301b8	𰆸	CJK Ideograph Extension G	None
U+301b9	𰆹	CJK Ideograph Extension G	None
U+301ba	𰆺	CJK Ideograph Extension G	None
U+301bb	𰆻	CJK Ideograph Extension G	None
U+301bc	𰆼	CJK Ideograph Extension G	None
U+301bd	𰆽	CJK Ideograph Extension G	None
U+301be	𰆾	CJK Ideograph Extension G	None
U+301bf	𰆿	CJK Ideograph Extension G	None
U+301c0	𰇀	CJK Ideograph Extension G	None
U+301c1	𰇁	CJK Ideograph Extension G	None
U+301c2	𰇂	CJK Ideograph Extension G	None
U+301c3	𰇃	CJK Ideograph Extension G	None
U+301c4	𰇄	CJK Ideograph Extension G	None
U+301c5	𰇅	CJK Ideograph Extension G	None
U+301c6	𰇆	CJK Ideograph Extension G	None
U+301c7	𰇇	CJK Ideograph Extension G	None
U+301c8	𰇈	CJK Ideograph Extension G	None
U+301c9	𰇉	CJK Ideograph Extension G	None
U+301ca	𰇊	CJK Ideograph Extension G	None
U+301cb	𰇋	CJK Ideograph Extension G	None
U+301cc	𰇌	CJK Ideograph Extension G	None
U+301cd	𰇍	CJK Ideograph Extension G	None
U+301ce	𰇎	CJK Ideograph Extension G	None
U+301cf	𰇏	CJK Ideograph Extension G	None
U+301d0	𰇐	CJK Ideograph Extension G	None
U+301d1	𰇑	CJK Ideograph Extension G	None
U+301d2	𰇒	CJK Ideograph Extension G	None
U+301d3	𰇓	CJK Ideograph Extension G	None
U+301d4	𰇔	CJK Ideograph Extension G	None
U+301d5	𰇕	CJK Ideograph Extension G	None
U+301d6	𰇖	CJK Ideograph Extension G	None
U+301d7	𰇗	CJK Ideograph Extension G	None
U+301d8	𰇘	CJK Ideograph Extension G	None
U+301d9	𰇙	CJK Ideograph Extension G	None
U+301da	𰇚	CJK Ideograph Extension G	None
U+301db	𰇛	CJK Ideograph Extension G	None
U+301dc	𰇜	CJK Ideograph Extension G	None
U+301dd	𰇝	CJK Ideograph Extension G	None
U+301de	𰇞	CJK Ideograph Extension G	None
U+301df	𰇟	CJK Ideograph Extension G	None
U+301e0	𰇠	CJK Ideograph Extension G	None
U+301e1	𰇡	CJK Ideograph Extension G	None
U+301e2	𰇢	CJK Ideograph Extension G	None
U+301e3	𰇣	CJK Ideograph Extension G	None
U+301e4	𰇤	CJK Ideograph Extension G	None
U+301e5	𰇥	CJK Ideograph Extension G	None
U+301e6	𰇦	CJK Ideograph Extension G	None
U+301e7	𰇧	CJK Ideograph Extension G	None
U+301e8	𰇨	CJK Ideograph Extension G	None
U+301e9	𰇩	CJK Ideograph Extension G	None
U+301ea	𰇪	CJK Ideograph Extension G	None
U+301eb	𰇫	CJK Ideograph Extension G	None
U+301ec	𰇬	CJK Ideograph Extension G	None
U+301ed	𰇭	CJK Ideograph Extension G	None
U+301ee	𰇮	CJK Ideograph Extension G	None
U+301ef	𰇯	CJK Ideograph Extension G	None
U+301f0	𰇰	CJK Ideograph Extension G	None
U+301f1	𰇱	CJK Ideograph Extension G	None
U+301f2	𰇲	CJK Ideograph Extension G	None
U+301f3	𰇳	CJK Ideograph Extension G	None
U+301f4	𰇴	CJK Ideograph Extension G	None
U+301f5	𰇵	CJK Ideograph Extension G	None
U+301f6	𰇶	CJK Ideograph Extension G	None
U+301f7	𰇷	CJK Ideograph Extension G	None
U+301f8	𰇸	CJK Ideograph Extension G	None
U+301f9	𰇹	CJK Ideograph Extension G	None
U+301fa	𰇺	CJK Ideograph Extension G	None
U+301fb	𰇻	CJK Ideograph Extension G	None
U+301fc	𰇼	CJK Ideograph Extension G	None
U+301fd	𰇽	CJK Ideograph Extension G	None
U+301fe	𰇾	CJK Ideograph Extension G	None
U+301ff	𰇿	CJK Ideograph Extension G	None
U+30200	𰈀	CJK Ideograph Extension G	None
U+30201	𰈁	CJK Ideograph Extension G	None
U+30202	𰈂	CJK Ideograph Extension G	None
U+30203	𰈃	CJK Ideograph Extension G	None
U+30204	𰈄	CJK Ideograph Extension G	None
U+30205	𰈅	CJK Ideograph Extension G	None
U+30206	𰈆	CJK Ideograph Extension G	None
U+30207	𰈇	CJK Ideograph Extension G	None
U+30208	𰈈	CJK Ideograph Extension G	None
U+30209	𰈉	CJK Ideograph Extension G	None
U+3020a	𰈊	CJK Ideograph Extension G	None
U+3020b	𰈋	CJK Ideograph Extension G	None
U+3020c	𰈌	CJK Ideograph Extension G	None
U+3020d	𰈍	CJK Ideograph Extension G	None
U+3020e	𰈎	CJK Ideograph Extension G	None
U+3020f	𰈏	CJK Ideograph Extension G	None
U+30210	𰈐	CJK Ideograph Extension G	None
U+30211	𰈑	CJK Ideograph Extension G	None
U+30212	𰈒	CJK Ideograph Extension G	None
U+30213	𰈓	CJK Ideograph Extension G	None
U+30214	𰈔	CJK Ideograph Extension G	None
U+30215	𰈕	CJK Ideograph Extension G	None
U+30216	𰈖	CJK Ideograph Extension G	None
U+30217	𰈗	CJK Ideograph Extension G	None
U+30218	𰈘	CJK Ideograph Extension G	None
U+30219	𰈙	CJK Ideograph Extension G	None
U+3021a	𰈚	CJK Ideograph Extension G	None
U+3021b	𰈛	CJK Ideograph Extension G	None
U+3021c	𰈜	CJK Ideograph Extension G	None
U+3021d	𰈝	CJK Ideograph Extension G	None
U+3021e	𰈞	CJK Ideograph Extension G	None
U+3021f	𰈟	CJK Ideograph Extension G	None
U+30220	𰈠	CJK Ideograph Extension G	None
U+30221	𰈡	CJK Ideograph Extension G	None
U+30222	𰈢	CJK Ideograph Extension G	None
U+30223	𰈣	CJK Ideograph Extension G	None
U+30224	𰈤	CJK Ideograph Extension G	None
U+30225	𰈥	CJK Ideograph Extension G	None
U+30226	𰈦	CJK Ideograph Extension G	None
U+30227	𰈧	CJK Ideograph Extension G	None
U+30228	𰈨	CJK Ideograph Extension G	None
U+30229	𰈩	CJK Ideograph Extension G	None
U+3022a	𰈪	CJK Ideograph Extension G	None
U+3022b	𰈫	CJK Ideograph Extension G	None
U+3022c	𰈬	CJK Ideograph Extension G	None
U+3022d	𰈭	CJK Ideograph Extension G	None
U+3022e	𰈮	CJK Ideograph Extension G	None
U+3022f	𰈯	CJK Ideograph Extension G	None
U+30230	𰈰	CJK Ideograph Extension G	None
U+30231	𰈱	CJK Ideograph Extension G	None
U+30232	𰈲	CJK Ideograph Extension G	None
U+30233	𰈳	CJK Ideograph Extension G	None
U+30234	𰈴	CJK Ideograph Extension G	None
U+30235	𰈵	CJK Ideograph Extension G	None
U+30236	𰈶	CJK Ideograph Extension G	None
U+30237	𰈷	CJK Ideograph Extension G	None
U+30238	𰈸	CJK Ideograph Extension G	None
U+30239	𰈹	CJK Ideograph Extension G	None
U+3023a	𰈺	CJK Ideograph Extension G	None
U+3023b	𰈻	CJK Ideograph Extension G	None
U+3023c	𰈼	CJK Ideograph Extension G	None
U+3023d	𰈽	CJK Ideograph Extension G	None
U+3023e	𰈾	CJK Ideograph Extension G	None
U+3023f	𰈿	CJK Ideograph Extension G	None
U+30240	𰉀	CJK Ideograph Extension G	None
U+30241	𰉁	CJK Ideograph Extension G	None
U+30242	𰉂	CJK Ideograph Extension G	None
U+30243	𰉃	CJK Ideograph Extension G	None
U+30244	𰉄	CJK Ideograph Extension G	None
U+30245	𰉅	CJK Ideograph Extension G	None
U+30246	𰉆	CJK Ideograph Extension G	None
U+30247	𰉇	CJK Ideograph Extension G	None
U+30248	𰉈	CJK Ideograph Extension G	None
U+30249	𰉉	CJK Ideograph Extension G	None
U+3024a	𰉊	CJK Ideograph Extension G	None
U+3024b	𰉋	CJK Ideograph Extension G	None
U+3024c	𰉌	CJK Ideograph Extension G	None
U+3024d	𰉍	CJK Ideograph Extension G	None
U+3024e	𰉎	CJK Ideograph Extension G	None
U+3024f	𰉏	CJK Ideograph Extension G	None
U+30250	𰉐	CJK Ideograph Extension G	None
U+30251	𰉑	CJK Ideograph Extension G	None
U+30252	𰉒	CJK Ideograph Extension G	None
U+30253	𰉓	CJK Ideograph Extension G	None
U+30254	𰉔	CJK Ideograph Extension G	None
U+30255	𰉕	CJK Ideograph Extension G	None
U+30256	𰉖	CJK Ideograph Extension G	None
U+30257	𰉗	CJK Ideograph Extension G	None
U+30258	𰉘	CJK Ideograph Extension G	None
U+30259	𰉙	CJK Ideograph Extension G	None
U+3025a	𰉚	CJK Ideograph Extension G	None
U+3025b	𰉛	CJK Ideograph Extension G	None
U+3025c	𰉜	CJK Ideograph Extension G	None
U+3025d	𰉝	CJK Ideograph Extension G	None
U+3025e	𰉞	CJK Ideograph Extension G	None
U+3025f	𰉟	CJK Ideograph Extension G	None
U+30260	𰉠	CJK Ideograph Extension G	None
U+30261	𰉡	CJK Ideograph Extension G	None
U+30262	𰉢	CJK Ideograph Extension G	None
U+30263	𰉣	CJK Ideograph Extension G	None
U+30264	𰉤	CJK Ideograph Extension G	None
U+30265	𰉥	CJK Ideograph Extension G	None
U+30266	𰉦	CJK Ideograph Extension G	None
U+30267	𰉧	CJK Ideograph Extension G	None
U+30268	𰉨	CJK Ideograph Extension G	None
U+30269	𰉩	CJK Ideograph Extension G	None
U+3026a	𰉪	CJK Ideograph Extension G	None
U+3026b	𰉫	CJK Ideograph Extension G	None
U+3026c	𰉬	CJK Ideograph Extension G	None
U+3026d	𰉭	CJK Ideograph Extension G	None
U+3026e	𰉮	CJK Ideograph Extension G	None
U+3026f	𰉯	CJK Ideograph Extension G	None
U+30270	𰉰	CJK Ideograph Extension G	None
U+30271	𰉱	CJK Ideograph Extension G	None
U+30272	𰉲	CJK Ideograph Extension G	None
U+30273	𰉳	CJK Ideograph Extension G	None
U+30274	𰉴	CJK Ideograph Extension G	None
U+30275	𰉵	CJK Ideograph Extension G	None
U+30276	𰉶	CJK Ideograph Extension G	None
U+30277	𰉷	CJK Ideograph Extension G	None
U+30278	𰉸	CJK Ideograph Extension G	None
U+30279	𰉹	CJK Ideograph Extension G	None
U+3027a	𰉺	CJK Ideograph Extension G	None
U+3027b	𰉻	CJK Ideograph Extension G	None
U+3027c	𰉼	CJK Ideograph Extension G	None
U+3027d	𰉽	CJK Ideograph Extension G	None
U+3027e	𰉾	CJK Ideograph Extension G	None
U+3027f	𰉿	CJK Ideograph Extension G	None
U+30280	𰊀	CJK Ideograph Extension G	None
U+30281	𰊁	CJK Ideograph Extension G	None
U+30282	𰊂	CJK Ideograph Extension G	None
U+30283	𰊃	CJK Ideograph Extension G	None
U+30284	𰊄	CJK Ideograph Extension G	None
U+30285	𰊅	CJK Ideograph Extension G	None
U+30286	𰊆	CJK Ideograph Extension G	None
U+30287	𰊇	CJK Ideograph Extension G	None
U+30288	𰊈	CJK Ideograph Extension G	None
U+30289	𰊉	CJK Ideograph Extension G	None
U+3028a	𰊊	CJK Ideograph Extension G	None
U+3028b	𰊋	CJK Ideograph Extension G	None
U+3028c	𰊌	CJK Ideograph Extension G	None
U+3028d	𰊍	CJK Ideograph Extension G	None
U+3028e	𰊎	CJK Ideograph Extension G	None
U+3028f	𰊏	CJK Ideograph Extension G	None
U+30290	𰊐	CJK Ideograph Extension G	None
U+30291	𰊑	CJK Ideograph Extension G	None
U+30292	𰊒	CJK Ideograph Extension G	None
U+30293	𰊓	CJK Ideograph Extension G	None
U+30294	𰊔	CJK Ideograph Extension G	None
U+30295	𰊕	CJK Ideograph Extension G	None
U+30296	𰊖	CJK Ideograph Extension G	None
U+30297	𰊗	CJK Ideograph Extension G	None
U+30298	𰊘	CJK Ideograph Extension G	None
U+30299	𰊙	CJK Ideograph Extension G	None
U+3029a	𰊚	CJK Ideograph Extension G	None
U+3029b	𰊛	CJK Ideograph Extension G	None
U+3029c	𰊜	CJK Ideograph Extension G	None
U+3029d	𰊝	CJK Ideograph Extension G	None
U+3029e	𰊞	CJK Ideograph Extension G	None
U+3029f	𰊟	CJK Ideograph Extension G	None
U+302a0	𰊠	CJK Ideograph Extension G	None
U+302a1	𰊡	CJK Ideograph Extension G	None
U+302a2	𰊢	CJK Ideograph Extension G	None
U+302a3	𰊣	CJK Ideograph Extension G	None
U+302a4	𰊤	CJK Ideograph Extension G	None
U+302a5	𰊥	CJK Ideograph Extension G	None
U+302a6	𰊦	CJK Ideograph Extension G	None
U+302a7	𰊧	CJK Ideograph Extension G	None
U+302a8	𰊨	CJK Ideograph Extension G	None
U+302a9	𰊩	CJK Ideograph Extension G	None
U+302aa	𰊪	CJK Ideograph Extension G	None
U+302ab	𰊫	CJK Ideograph Extension G	None
U+302ac	𰊬	CJK Ideograph Extension G	None
U+302ad	𰊭	CJK Ideograph Extension G	None
U+302ae	𰊮	CJK Ideograph Extension G	None
U+302af	𰊯	CJK Ideograph Extension G	None
U+302b0	𰊰	CJK Ideograph Extension G	None
U+302b1	𰊱	CJK Ideograph Extension G	None
U+302b2	𰊲	CJK Ideograph Extension G	None
U+302b3	𰊳	CJK Ideograph Extension G	None
U+302b4	𰊴	CJK Ideograph Extension G	None
U+302b5	𰊵	CJK Ideograph Extension G	None
U+302b6	𰊶	CJK Ideograph Extension G	None
U+302b7	𰊷	CJK Ideograph Extension G	None
U+302b8	𰊸	CJK Ideograph Extension G	None
U+302b9	𰊹	CJK Ideograph Extension G	None
U+302ba	𰊺	CJK Ideograph Extension G	None
U+302bb	𰊻	CJK Ideograph Extension G	None
U+302bc	𰊼	CJK Ideograph Extension G	None
U+302bd	𰊽	CJK Ideograph Extension G	None
U+302be	𰊾	CJK Ideograph Extension G	None
U+302bf	𰊿	CJK Ideograph Extension G	None
U+302c0	𰋀	CJK Ideograph Extension G	None
U+302c1	𰋁	CJK Ideograph Extension G	None
U+302c2	𰋂	CJK Ideograph Extension G	None
U+302c3	𰋃	CJK Ideograph Extension G	None
U+302c4	𰋄	CJK Ideograph Extension G	None
U+302c5	𰋅	CJK Ideograph Extension G	None
U+302c6	𰋆	CJK Ideograph Extension G	None
U+302c7	𰋇	CJK Ideograph Extension G	None
U+302c8	𰋈	CJK Ideograph Extension G	None
U+302c9	𰋉	CJK Ideograph Extension G	None
U+302ca	𰋊	CJK Ideograph Extension G	None
U+302cb	𰋋	CJK Ideograph Extension G	None
U+302cc	𰋌	CJK Ideograph Extension G	None
U+302cd	𰋍	CJK Ideograph Extension G	None
U+302ce	𰋎	CJK Ideograph Extension G	None
U+302cf	𰋏	CJK Ideograph Extension G	None
U+302d0	𰋐	CJK Ideograph Extension G	None
U+302d1	𰋑	CJK Ideograph Extension G	None
U+302d2	𰋒	CJK Ideograph Extension G	None
U+302d3	𰋓	CJK Ideograph Extension G	None
U+302d4	𰋔	CJK Ideograph Extension G	None
U+302d5	𰋕	CJK Ideograph Extension G	None
U+302d6	𰋖	CJK Ideograph Extension G	None
U+302d7	𰋗	CJK Ideograph Extension G	None
U+302d8	𰋘	CJK Ideograph Extension G	None
U+302d9	𰋙	CJK Ideograph Extension G	None
U+302da	𰋚	CJK Ideograph Extension G	None
U+302db	𰋛	CJK Ideograph Extension G	None
U+302dc	𰋜	CJK Ideograph Extension G	None
U+302dd	𰋝	CJK Ideograph Extension G	None
U+302de	𰋞	CJK Ideograph Extension G	None
U+302df	𰋟	CJK Ideograph Extension G	None
U+302e0	𰋠	CJK Ideograph Extension G	None
